year,month,LNS11300000,LNS11300001,LNS11300002,LNS11300003,LNS11300004,LNS11300005,LNS11300006,LNS11300007,LNS11300008,LNS11300009,LNS14000000,LNS14000001,LNS14000002,LNS14000003,LNS14000004,LNS14000005,LNS14000006,LNS14000007,LNS14000008,LNS14000009,LNS14100000,LNS14200000,day
2000,8,66.9,74.8,59.6,67.2,75.6,59.2,65.4,68.8,62.8,69.2,4.1,3.9,4.3,3.6,3.4,3.8,7.9,8.6,7.3,5.9,4.0,4.8,1
2000,9,66.9,74.6,59.8,67.1,75.3,59.4,65.0,68.2,62.5,69.8,3.9,3.9,4.0,3.5,3.4,3.6,7.3,7.8,7.0,5.8,3.8,4.7,1
2000,10,66.8,74.5,59.7,67.0,75.2,59.3,65.4,68.8,62.6,69.4,3.9,3.9,3.9,3.4,3.4,3.4,7.3,8.1,6.6,5.1,3.8,4.5,1
2000,11,66.9,74.6,59.9,67.0,75.1,59.4,65.8,69.1,63.0,69.8,3.9,3.9,4.0,3.5,3.4,3.5,7.3,7.8,6.9,6.0,3.8,4.6,1
2000,12,67.0,74.7,59.9,67.3,75.3,59.7,65.5,69.2,62.6,69.9,3.9,4.0,3.8,3.5,3.5,3.5,7.4,8.6,6.4,5.7,3.8,4.5,1
2001,1,67.2,75.0,60.1,67.4,75.7,59.7,66.1,69.4,63.4,69.9,4.2,4.2,4.1,3.6,3.8,3.5,8.2,8.2,8.2,5.8,4.1,4.9,1
2001,2,67.1,74.8,60.0,67.4,75.5,59.7,65.6,68.9,63.0,70.0,4.2,4.3,4.2,3.7,3.8,3.7,7.7,8.3,7.2,6.1,4.1,4.9,1
2001,3,67.2,74.7,60.2,67.4,75.5,59.8,65.9,68.8,63.6,70.3,4.3,4.3,4.2,3.7,3.8,3.7,8.3,9.0,7.7,6.2,4.1,4.9,1
2001,4,66.9,74.6,59.8,67.1,75.3,59.4,65.4,68.7,62.8,69.9,4.4,4.5,4.3,3.9,3.9,3.8,8.0,9.4,6.7,6.4,4.2,5.3,1
2001,5,66.7,74.4,59.7,66.9,75.0,59.2,65.3,68.1,63.0,69.3,4.3,4.4,4.2,3.8,3.9,3.8,7.9,8.9,7.0,6.3,4.3,4.6,1
2001,6,66.7,74.3,59.7,66.9,75.0,59.2,65.4,67.9,63.4,68.6,4.5,4.6,4.4,4.0,4.1,3.8,8.3,9.2,7.6,6.6,4.4,5.1,1
2001,7,66.8,74.4,59.7,66.9,75.0,59.3,65.3,68.3,63.0,69.1,4.6,4.6,4.5,4.0,4.1,4.0,8.0,9.1,7.1,6.2,4.5,5.1,1
2001,8,66.5,74.1,59.5,66.7,74.9,59.0,65.2,68.6,62.5,69.2,4.9,5.0,4.8,4.3,4.4,4.2,9.1,10.4,8.0,6.5,4.8,5.3,1
2001,9,66.8,74.5,59.6,66.9,75.1,59.2,65.3,68.7,62.5,69.2,5.0,4.9,5.0,4.3,4.4,4.3,8.9,9.1,8.8,6.7,5.0,4.6,1
2001,10,66.7,74.4,59.7,67.0,75.1,59.3,64.9,67.7,62.6,69.6,5.3,5.4,5.2,4.7,4.9,4.5,9.5,9.6,9.4,7.1,5.3,5.5,1
2001,11,66.7,74.3,59.8,67.0,75.0,59.5,64.6,67.7,62.1,69.2,5.5,5.7,5.4,4.9,5.1,4.7,9.8,10.0,9.5,7.3,5.5,5.5,1
2001,12,66.7,74.3,59.7,67.0,75.0,59.4,65.2,69.0,62.2,69.4,5.7,5.8,5.7,5.1,5.1,5.0,10.1,10.4,9.7,7.7,5.8,5.5,1
2002,1,66.5,74.0,59.5,66.7,74.7,59.2,65.1,69.2,61.9,69.4,5.7,5.8,5.5,5.1,5.2,4.9,10.0,10.3,9.6,7.8,5.8,5.3,1
2002,2,66.8,74.2,59.9,67.1,74.9,59.7,65.0,68.9,61.9,69.5,5.7,5.8,5.5,5.0,5.1,4.9,9.9,10.2,9.7,7.0,5.9,4.9,1
2002,3,66.6,74.1,59.7,66.9,74.7,59.5,64.9,69.3,61.4,69.1,5.7,5.9,5.6,5.0,5.2,4.8,10.5,11.0,10.0,7.5,5.8,5.2,1
2002,4,66.7,74.2,59.7,66.9,74.8,59.5,65.3,69.3,62.2,69.5,5.9,6.0,5.9,5.2,5.3,5.0,10.7,10.8,10.6,8.0,6.1,5.2,1
2002,5,66.7,74.5,59.6,67.0,75.0,59.4,65.3,69.7,61.7,68.9,5.8,5.8,5.7,5.1,5.2,5.0,10.2,10.4,10.1,7.1,5.9,5.4,1
2002,6,66.6,74.2,59.6,66.8,74.8,59.3,64.6,68.5,61.5,69.0,5.8,6.0,5.6,5.1,5.3,4.9,10.5,11.5,9.6,7.4,5.9,4.9,1
2002,7,66.5,74.1,59.5,66.9,74.9,59.3,64.1,67.6,61.3,69.3,5.8,5.9,5.7,5.2,5.4,4.9,9.8,9.8,9.8,7.4,5.9,5.4,1
2002,8,66.6,74.1,59.6,66.9,74.8,59.3,64.4,67.9,61.5,69.1,5.7,5.9,5.5,5.1,5.3,4.8,9.8,10.3,9.4,7.5,5.8,5.6,1
2002,9,66.7,74.4,59.7,66.9,74.9,59.3,65.0,68.7,62.0,69.2,5.7,5.9,5.5,5.1,5.3,4.8,9.7,10.6,8.9,7.4,5.7,5.3,1
2002,10,66.6,74.0,59.6,66.8,74.7,59.3,64.7,68.4,61.6,68.8,5.7,5.8,5.6,5.1,5.3,4.9,9.8,10.6,9.0,7.9,5.8,5.2,1
2002,11,66.4,73.7,59.5,66.6,74.5,59.1,64.2,66.7,62.1,68.9,5.9,6.1,5.6,5.1,5.5,4.7,10.7,11.6,10.0,7.8,6.0,5.1,1
2002,12,66.3,73.6,59.5,66.5,74.3,59.0,64.8,67.1,62.9,68.6,6.0,6.2,5.7,5.1,5.4,4.8,11.3,11.9,10.7,7.9,6.1,5.3,1
2003,1,66.4,73.5,59.7,66.6,74.2,59.4,64.6,67.4,62.3,69.4,5.8,6.2,5.4,5.2,5.5,4.7,10.5,11.6,9.5,7.9,6.0,5.4,1
2003,2,66.4,73.7,59.6,66.7,74.4,59.3,64.5,68.2,61.6,69.4,5.9,6.1,5.6,5.1,5.4,4.8,10.7,11.7,9.9,7.7,6.0,5.5,1
2003,3,66.3,73.3,59.7,66.6,74.1,59.5,64.1,66.7,62.0,69.0,5.9,6.1,5.7,5.1,5.3,4.9,10.3,11.2,9.6,7.8,6.0,5.5,1
2003,4,66.4,73.6,59.7,66.7,74.4,59.4,64.7,67.5,62.4,68.9,6.0,6.4,5.7,5.3,5.7,4.8,10.9,11.8,10.1,7.6,6.2,5.5,1
2003,5,66.4,73.6,59.7,66.5,74.1,59.3,64.9,67.6,62.8,68.1,6.1,6.4,5.7,5.4,5.6,5.1,10.9,12.6,9.5,8.0,6.2,5.5,1
2003,6,66.5,73.6,59.9,66.7,74.3,59.5,64.8,67.7,62.4,68.4,6.3,6.7,5.9,5.5,5.9,4.9,11.5,12.3,10.9,8.3,6.4,5.7,1
2003,7,66.2,73.4,59.5,66.5,74.3,59.1,64.3,67.3,61.9,67.6,6.2,6.6,5.7,5.4,5.9,4.8,10.9,11.5,10.5,8.0,6.3,5.5,1
2003,8,66.1,73.3,59.5,66.4,74.1,59.1,64.3,66.9,62.3,67.7,6.1,6.3,5.8,5.4,5.8,4.9,10.9,11.2,10.7,7.7,6.2,5.5,1
2003,9,66.1,73.6,59.1,66.2,74.2,58.7,64.5,67.7,62.0,67.8,6.1,6.4,5.8,5.3,5.6,4.9,11.1,12.1,10.3,7.3,6.1,5.9,1
2003,10,66.1,73.4,59.3,66.4,74.1,59.0,64.1,67.3,61.5,67.7,6.0,6.2,5.7,5.1,5.4,4.8,11.4,12.0,10.9,7.5,6.1,5.4,1
2003,11,66.1,73.6,59.2,66.4,74.4,58.8,64.0,66.9,61.6,67.7,5.8,6.2,5.4,5.2,5.6,4.7,10.2,10.8,9.6,7.4,6.0,5.0,1
2003,12,65.9,73.5,59.0,66.2,74.2,58.7,63.3,66.8,60.4,67.7,5.7,5.8,5.6,5.0,5.2,4.8,10.1,10.1,10.0,6.7,5.8,5.2,1
2004,1,66.1,73.7,59.1,66.4,74.3,58.8,64.3,67.8,61.5,68.5,5.7,5.7,5.7,5.0,5.0,5.0,10.4,11.1,9.8,7.3,5.7,5.5,1
2004,2,66.0,73.2,59.2,66.3,74.1,58.9,63.5,66.0,61.5,68.1,5.6,5.6,5.5,4.9,5.0,4.8,9.7,10.0,9.4,7.4,5.6,5.2,1
2004,3,66.0,73.2,59.3,66.3,73.9,59.1,64.1,66.8,61.9,68.9,5.8,5.8,5.8,5.1,5.2,5.1,10.3,10.7,9.9,7.6,5.8,5.4,1
2004,4,65.9,73.1,59.2,66.3,74.1,58.9,63.5,65.6,61.8,68.5,5.6,5.7,5.4,5.0,5.2,4.7,9.8,10.2,9.4,7.1,5.6,5.4,1
2004,5,66.0,73.1,59.3,66.3,74.0,59.1,63.2,65.9,61.1,68.8,5.6,5.8,5.4,4.9,5.3,4.5,10.1,10.2,10.0,6.9,5.7,5.0,1
2004,6,66.1,73.3,59.3,66.4,74.1,59.1,63.3,66.3,60.8,68.7,5.6,5.7,5.6,5.0,5.1,4.9,10.2,10.4,9.9,6.6,5.6,5.5,1
2004,7,66.1,73.5,59.3,66.4,74.4,58.9,64.1,66.3,62.4,68.9,5.5,5.5,5.5,4.7,4.8,4.7,11.0,11.7,10.3,6.8,5.6,5.1,1
2004,8,66.0,73.4,59.0,66.3,74.2,58.7,64.0,66.8,61.7,68.8,5.4,5.6,5.2,4.7,4.9,4.5,10.5,11.7,9.4,6.8,5.4,5.3,1
2004,9,65.8,73.2,59.0,66.1,73.8,58.6,63.8,66.9,61.3,68.5,5.4,5.6,5.2,4.6,4.8,4.5,10.3,11.4,9.3,6.8,5.5,5.0,1
2004,10,65.9,73.3,59.0,66.2,74.1,58.6,64.3,67.2,61.9,68.6,5.5,5.6,5.3,4.6,4.9,4.4,10.8,11.5,10.2,6.8,5.4,5.6,1
2004,11,66.0,73.5,59.0,66.3,74.2,58.7,64.0,67.5,61.2,68.2,5.4,5.5,5.2,4.6,4.7,4.5,10.7,11.9,9.7,6.7,5.4,5.3,1
2004,12,65.9,73.2,59.1,66.2,74.0,58.7,63.8,67.0,61.2,68.2,5.4,5.5,5.1,4.5,4.7,4.4,10.7,12.0,9.5,6.6,5.4,5.3,1
2005,1,65.8,73.0,59.1,66.2,73.9,58.8,63.6,66.4,61.4,67.6,5.3,5.4,5.1,4.5,4.6,4.3,10.6,11.4,9.9,6.0,5.2,5.3,1
2005,2,65.9,73.2,59.1,66.3,74.1,58.8,63.5,66.5,61.0,68.1,5.4,5.5,5.3,4.6,4.7,4.4,10.9,11.9,9.9,6.3,5.4,5.5,1
2005,3,65.9,73.2,59.0,66.2,74.1,58.6,63.7,66.7,61.2,68.1,5.2,5.3,5.1,4.5,4.6,4.3,10.5,10.9,10.1,5.8,5.1,5.5,1
2005,4,66.1,73.4,59.2,66.3,74.2,58.9,64.0,67.4,61.3,68.1,5.2,5.1,5.2,4.4,4.4,4.4,10.3,10.6,10.0,6.4,5.1,5.3,1
2005,5,66.1,73.5,59.3,66.4,74.2,59.0,64.4,67.8,61.7,68.2,5.1,5.0,5.2,4.4,4.4,4.5,10.1,10.4,9.8,6.0,5.0,5.6,1
2005,6,66.1,73.4,59.2,66.2,74.1,58.6,64.7,68.4,61.7,68.0,5.0,5.0,5.1,4.3,4.2,4.4,10.2,10.9,9.6,5.7,5.0,5.4,1
2005,7,66.1,73.4,59.2,66.3,74.1,58.9,64.6,68.3,61.5,67.8,5.0,4.9,5.1,4.2,4.2,4.3,9.2,9.6,8.9,5.5,4.9,5.5,1
2005,8,66.2,73.5,59.3,66.4,74.2,59.0,64.6,68.2,61.7,68.1,4.9,4.9,4.9,4.2,4.2,4.2,9.7,10.2,9.3,5.8,4.9,5.1,1
2005,9,66.1,73.3,59.4,66.4,74.0,59.1,64.2,67.4,61.6,67.8,5.0,5.0,5.1,4.4,4.5,4.4,9.4,9.9,8.9,6.4,5.0,5.3,1
2005,10,66.1,73.2,59.5,66.3,74.0,59.1,64.5,67.1,62.5,68.1,5.0,4.8,5.1,4.4,4.3,4.6,9.1,9.5,8.8,6.0,4.9,5.3,1
2005,11,66.0,73.2,59.3,66.3,73.9,58.9,64.4,67.0,62.2,68.3,5.0,5.0,5.1,4.3,4.2,4.3,10.6,11.6,9.8,6.1,4.9,5.6,1
2005,12,66.0,73.2,59.2,66.3,74.0,58.9,63.6,66.2,61.5,68.5,4.9,4.8,4.9,4.2,4.2,4.3,9.2,9.4,9.0,6.1,4.7,5.3,1
2006,1,66.0,73.4,59.1,66.5,74.4,58.8,63.4,65.6,61.6,69.0,4.7,4.6,4.8,4.1,4.1,4.2,8.9,8.5,9.2,5.5,4.7,4.7,1
2006,2,66.1,73.5,59.3,66.4,74.3,58.9,64.4,67.3,62.0,69.0,4.8,4.8,4.8,4.1,4.2,4.1,9.5,9.9,9.1,5.4,4.7,5.2,1
2006,3,66.2,73.6,59.2,66.4,74.4,58.7,64.6,67.7,62.2,68.8,4.7,4.7,4.7,4.0,4.0,4.0,9.5,9.8,9.3,5.2,4.6,5.2,1
2006,4,66.1,73.5,59.2,66.4,74.3,58.9,64.2,67.7,61.4,68.9,4.7,4.7,4.7,4.1,4.1,4.0,9.4,10.0,8.8,5.5,4.7,5.2,1
2006,5,66.1,73.5,59.2,66.4,74.3,58.9,64.2,67.7,61.3,68.8,4.6,4.7,4.5,4.1,4.2,3.9,8.7,9.8,7.7,5.0,4.5,5.1,1
2006,6,66.2,73.4,59.5,66.5,74.2,59.1,63.7,66.6,61.4,69.1,4.6,4.6,4.6,4.1,4.1,4.0,8.9,9.3,8.4,5.2,4.5,5.3,1
2006,7,66.1,73.1,59.6,66.5,74.0,59.3,64.1,67.1,61.6,68.5,4.7,4.7,4.7,4.1,4.1,4.1,9.5,10.5,8.6,5.2,4.6,5.3,1
2006,8,66.2,73.4,59.5,66.6,74.2,59.2,64.2,66.7,62.1,68.2,4.7,4.7,4.6,4.1,4.1,4.1,8.8,9.7,8.0,5.3,4.6,5.1,1
2006,9,66.1,73.4,59.3,66.3,74.1,58.9,63.6,66.4,61.3,68.0,4.5,4.4,4.7,3.9,3.7,4.1,9.0,9.7,8.5,5.5,4.4,5.2,1
2006,10,66.2,73.4,59.4,66.5,74.3,59.1,64.1,67.0,61.8,68.6,4.4,4.4,4.4,3.9,3.8,3.9,8.4,9.5,7.5,4.8,4.3,5.1,1
2006,11,66.3,73.5,59.5,66.5,74.3,59.1,64.3,67.1,62.1,68.8,4.5,4.5,4.5,4.0,3.9,4.0,8.5,9.2,7.9,5.1,4.4,5.0,1
2006,12,66.4,73.7,59.5,66.7,74.6,59.2,64.5,67.1,62.4,69.3,4.4,4.5,4.4,3.9,4.1,3.8,8.3,8.2,8.3,5.0,4.4,4.7,1
2007,1,66.4,73.8,59.5,66.7,74.6,59.2,64.6,67.6,62.1,69.4,4.6,4.7,4.5,4.2,4.3,4.1,7.9,8.6,7.3,5.5,4.6,4.9,1
2007,2,66.3,73.6,59.4,66.6,74.5,59.0,64.2,67.3,61.6,68.9,4.5,4.7,4.3,4.1,4.2,3.8,8.0,9.0,7.2,5.1,4.4,4.9,1
2007,3,66.2,73.5,59.4,66.6,74.4,59.1,63.8,66.8,61.3,69.0,4.4,4.5,4.3,3.8,3.9,3.7,8.4,9.7,7.2,5.0,4.4,4.5,1
2007,4,65.9,73.4,58.9,66.2,74.3,58.6,63.7,67.0,61.0,68.9,4.5,4.6,4.4,4.0,4.0,3.9,8.3,9.6,7.1,5.6,4.4,5.1,1
2007,5,66.0,73.2,59.1,66.3,74.1,58.8,63.4,66.5,61.0,68.7,4.4,4.6,4.3,3.9,4.0,3.8,8.3,9.3,7.3,5.8,4.3,4.8,1
2007,6,66.0,73.3,59.3,66.4,74.1,59.0,63.5,66.1,61.4,68.5,4.6,4.7,4.4,4.1,4.2,3.9,8.5,9.4,7.6,5.5,4.5,4.6,1
2007,7,66.0,73.1,59.3,66.3,73.8,59.1,63.9,67.2,61.2,68.7,4.7,4.7,4.6,4.2,4.3,4.1,8.1,8.6,7.6,5.9,4.6,5.0,1
2007,8,65.8,72.8,59.2,66.1,73.5,59.0,63.6,67.0,60.7,69.1,4.6,4.7,4.6,4.2,4.3,4.1,7.6,7.9,7.3,5.5,4.6,4.8,1
2007,9,66.0,73.0,59.5,66.3,73.7,59.2,63.5,66.6,60.9,68.9,4.7,4.8,4.5,4.2,4.4,4.0,8.0,8.6,7.5,5.9,4.7,4.7,1
2007,10,65.8,72.9,59.2,66.2,73.7,59.0,63.3,66.1,61.0,68.7,4.7,4.8,4.6,4.1,4.2,4.0,8.5,9.5,7.7,5.7,4.7,5.0,1
2007,11,66.0,73.1,59.4,66.4,73.8,59.2,63.2,66.5,60.4,68.8,4.7,4.8,4.6,4.2,4.3,4.1,8.5,9.3,7.8,5.9,4.6,5.2,1
2007,12,66.0,73.1,59.4,66.4,73.9,59.2,63.4,66.4,61.0,68.6,5.0,5.1,4.9,4.4,4.4,4.4,9.0,10.0,8.0,6.3,4.9,5.5,1
2008,1,66.2,73.4,59.5,66.5,74.2,59.2,64.0,67.6,61.1,68.6,5.0,5.2,4.8,4.4,4.6,4.3,9.1,10.0,8.2,6.3,4.9,5.4,1
2008,2,66.0,73.1,59.3,66.3,73.9,59.0,63.7,66.9,61.0,68.6,4.9,5.0,4.7,4.4,4.5,4.2,8.4,9.0,7.8,6.2,4.9,5.0,1
2008,3,66.1,73.1,59.5,66.3,73.9,59.0,64.0,66.6,61.9,68.6,5.1,5.2,5.0,4.5,4.6,4.4,9.2,9.8,8.7,6.9,5.0,5.3,1
2008,4,65.9,72.9,59.4,66.1,73.7,58.9,63.9,66.3,61.8,68.8,5.0,5.2,4.8,4.4,4.6,4.2,8.6,9.2,8.1,7.1,5.0,4.9,1
2008,5,66.1,73.1,59.6,66.4,73.9,59.2,63.8,66.6,61.5,69.1,5.4,5.6,5.2,4.8,5.0,4.6,9.6,10.4,8.9,6.9,5.4,5.4,1
2008,6,66.1,73.0,59.5,66.4,73.7,59.3,63.7,66.9,61.0,68.8,5.6,5.8,5.3,5.0,5.1,4.7,9.4,10.7,8.3,7.6,5.6,5.4,1
2008,7,66.1,73.1,59.4,66.4,74.0,59.1,63.8,66.9,61.2,68.5,5.8,6.2,5.3,5.2,5.5,4.8,10.0,11.8,8.3,7.5,5.8,5.6,1
2008,8,66.1,72.9,59.6,66.3,73.6,59.3,64.3,67.5,61.7,68.8,6.1,6.3,5.9,5.4,5.6,5.3,10.6,11.4,9.9,8.0,6.2,5.6,1
2008,9,66.0,72.9,59.4,66.2,73.6,59.0,63.7,67.1,60.9,68.5,6.1,6.7,5.5,5.4,5.9,4.8,11.3,12.8,9.9,8.0,6.2,5.9,1
2008,10,66.0,72.9,59.6,66.4,73.7,59.4,63.6,66.7,61.0,68.2,6.5,7.1,5.9,5.9,6.3,5.3,11.4,13.3,9.6,8.8,6.6,5.7,1
2008,11,65.9,72.7,59.5,66.2,73.5,59.3,63.1,65.6,61.1,67.8,6.8,7.4,6.2,6.2,6.7,5.6,11.5,13.6,9.7,8.7,7.0,5.9,1
2008,12,65.8,72.5,59.5,66.1,73.3,59.3,63.5,66.2,61.2,68.0,7.3,8.0,6.5,6.7,7.2,6.1,12.1,14.9,9.6,9.4,7.6,5.9,1
2009,1,65.7,72.4,59.4,66.1,73.3,59.3,63.2,66.0,61.0,67.9,7.8,8.6,7.0,7.1,7.7,6.4,12.7,15.7,10.1,10.1,8.3,5.9,1
2009,2,65.8,72.4,59.5,66.2,73.3,59.5,62.9,65.8,60.6,68.2,8.3,9.2,7.3,7.6,8.4,6.6,13.7,16.5,11.2,11.3,8.9,5.8,1
2009,3,65.6,72.1,59.5,66.0,73.0,59.4,62.3,65.0,60.2,68.3,8.7,9.7,7.6,8.0,8.9,7.0,13.7,16.6,11.0,11.7,9.4,5.8,1
2009,4,65.7,72.3,59.4,66.1,73.2,59.3,63.0,65.9,60.6,68.5,9.0,10.1,7.6,8.1,9.2,6.9,15.0,18.4,11.9,11.4,9.7,5.9,1
2009,5,65.7,72.4,59.4,66.2,73.3,59.3,62.8,65.5,60.5,68.1,9.4,10.6,8.0,8.5,9.7,7.2,15.0,17.8,12.4,12.3,10.1,6.0,1
2009,6,65.7,72.2,59.5,66.1,73.2,59.3,62.6,64.8,60.8,67.9,9.5,10.6,8.3,8.7,9.7,7.5,14.8,17.5,12.5,12.1,10.3,5.8,1
2009,7,65.5,72.0,59.4,65.9,73.0,59.2,62.8,65.1,61.0,68.5,9.5,10.5,8.3,8.7,9.7,7.4,14.8,17.2,12.7,12.5,10.2,6.0,1
2009,8,65.4,72.0,59.2,65.9,72.9,59.1,62.1,64.7,59.9,67.8,9.6,10.7,8.3,8.9,9.9,7.6,14.8,17.7,12.3,13.0,10.4,6.2,1
2009,9,65.1,71.7,58.9,65.5,72.7,58.6,61.8,64.1,59.9,67.8,9.8,10.9,8.5,8.9,10.0,7.7,15.3,17.6,13.3,12.6,10.6,6.6,1
2009,10,65.0,71.6,58.8,65.5,72.6,58.8,61.8,64.6,59.4,67.6,10.0,11.1,8.7,9.2,10.3,7.9,15.8,18.3,13.6,12.8,10.9,6.2,1
2009,11,65.0,71.5,58.9,65.4,72.3,58.8,62.1,65.0,59.8,67.7,9.9,11.0,8.6,9.2,10.2,7.9,15.7,18.8,13.0,12.4,10.8,5.8,1
2009,12,64.6,71.0,58.6,65.1,71.8,58.6,61.9,64.7,59.7,67.2,9.9,10.9,8.7,9.0,10.0,7.9,16.1,18.4,14.0,12.8,10.7,6.1,1
2010,1,64.8,71.2,58.8,65.3,72.0,58.9,62.3,65.0,60.1,68.1,9.8,11.0,8.4,8.8,10.0,7.4,16.5,19.2,14.1,12.9,10.6,6.5,1
2010,2,64.9,71.2,58.9,65.3,72.1,58.8,62.1,65.0,59.7,68.1,9.8,10.9,8.6,8.9,9.9,7.8,16.1,19.2,13.3,12.7,10.7,6.2,1
2010,3,64.9,71.4,58.8,65.3,72.2,58.8,62.6,66.1,59.7,68.1,9.9,10.9,8.7,8.9,9.8,7.8,16.8,20.6,13.5,12.9,10.7,6.7,1
2010,4,65.2,71.8,58.9,65.6,72.7,58.8,62.7,65.5,60.4,67.6,9.9,10.9,8.8,9.0,10.0,7.8,16.6,18.7,14.7,12.5,10.7,6.5,1
2010,5,64.9,71.4,58.8,65.3,72.2,58.6,62.7,65.7,60.3,67.4,9.6,10.4,8.8,8.7,9.4,7.9,15.5,17.5,13.6,12.0,10.3,6.6,1
2010,6,64.6,71.1,58.5,65.1,72.0,58.5,61.9,64.7,59.6,67.2,9.4,10.4,8.3,8.6,9.4,7.6,15.2,18.4,12.4,12.3,10.1,6.3,1
2010,7,64.6,71.2,58.4,65.1,72.1,58.3,61.9,64.7,59.7,67.5,9.4,10.3,8.5,8.5,9.3,7.6,15.6,17.8,13.7,12.2,10.1,6.3,1
2010,8,64.7,71.3,58.6,65.2,72.1,58.5,62.2,65.2,59.7,67.4,9.5,10.3,8.6,8.6,9.4,7.7,15.9,18.1,14.0,12.0,10.2,6.6,1
2010,9,64.6,71.1,58.5,65.0,71.9,58.4,61.8,64.6,59.5,67.6,9.5,10.2,8.6,8.6,9.3,7.7,16.0,18.3,14.0,12.3,10.3,6.2,1
2010,10,64.4,70.8,58.4,64.8,71.5,58.3,62.0,64.8,59.8,66.8,9.4,10.1,8.7,8.6,9.2,7.8,15.6,17.6,13.9,12.3,10.2,6.4,1
2010,11,64.6,70.9,58.6,64.8,71.6,58.4,62.5,64.9,60.6,67.1,9.8,10.5,9.0,8.9,9.7,8.1,16.2,18.1,14.4,12.9,10.7,5.9,1
2010,12,64.3,70.7,58.3,64.7,71.5,58.2,62.1,64.4,60.2,67.0,9.3,10.0,8.5,8.5,9.2,7.7,15.5,17.3,13.9,12.9,10.1,6.0,1
2011,1,64.2,70.5,58.3,64.6,71.2,58.2,61.6,64.1,59.4,67.1,9.1,9.7,8.5,8.1,8.7,7.5,15.8,18.1,13.7,12.3,9.8,6.3,1
2011,2,64.1,70.5,58.1,64.5,71.3,58.0,61.4,64.0,59.3,66.0,9.0,9.5,8.5,8.1,8.5,7.6,15.5,17.6,13.7,11.8,9.6,6.6,1
2011,3,64.2,70.4,58.3,64.6,71.2,58.3,61.3,64.3,58.9,66.4,9.0,9.5,8.4,8.0,8.4,7.4,15.8,18.2,13.6,11.6,9.6,6.4,1
2011,4,64.2,70.5,58.3,64.7,71.3,58.3,61.4,64.5,58.9,66.4,9.1,9.6,8.5,8.1,8.6,7.5,16.5,18.7,14.5,11.9,9.8,6.3,1
2011,5,64.1,70.5,58.1,64.6,71.3,58.1,61.0,63.8,58.8,66.0,9.0,9.5,8.5,7.9,8.3,7.5,16.3,18.5,14.3,11.6,9.7,6.2,1
2011,6,64.0,70.4,58.0,64.5,71.2,58.0,61.1,64.0,58.6,66.2,9.1,9.6,8.5,8.1,8.5,7.6,16.2,17.9,14.7,11.5,9.7,6.6,1
2011,7,64.0,70.3,58.0,64.5,71.2,58.0,60.7,63.6,58.3,66.1,9.0,9.5,8.4,8.0,8.4,7.4,15.9,17.7,14.4,11.2,9.7,5.9,1
2011,8,64.1,70.5,58.1,64.5,71.3,58.0,61.6,64.5,59.2,66.7,9.0,9.4,8.5,7.9,8.2,7.5,16.4,18.6,14.4,11.2,9.6,6.4,1
