year,month,LNS11300000,LNS11300001,LNS11300002,LNS11300003,LNS11300004,LNS11300005,LNS11300006,LNS11300007,LNS11300008,LNS11300009,LNS14000000,LNS14000001,LNS14000002,LNS14000003,LNS14000004,LNS14000005,LNS14000006,LNS14000007,LNS14000008,LNS14000009,LNS14100000,LNS14200000,day
2011,9,64.2,70.5,58.3,64.5,71.2,58.0,62.2,64.3,60.4,66.7,9.0,9.3,8.7,7.9,8.2,7.5,15.9,17.3,14.7,11.2,9.8,6.1,1
2011,10,64.1,70.4,58.1,64.5,71.2,58.0,61.5,64.1,59.4,67.0,8.8,9.2,8.4,7.9,8.4,7.4,14.6,16.6,12.9,11.3,9.4,6.5,1
2011,11,64.1,70.5,58.0,64.4,71.3,57.8,61.4,64.3,59.0,66.6,8.6,8.9,8.3,7.7,7.9,7.4,15.6,17.5,13.9,11.2,9.2,6.0,1
2011,12,64.0,70.5,57.8,64.3,71.2,57.6,61.9,65.2,59.1,66.8,8.5,8.7,8.3,7.5,7.8,7.2,15.4,16.6,14.4,11.1,9.0,6.2,1
2012,1,63.7,70.2,57.7,64.2,71.1,57.5,61.1,63.9,58.9,66.3,8.3,8.4,8.2,7.4,7.6,7.2,13.6,13.7,13.5,10.7,8.8,6.0,1
2012,2,63.8,70.2,57.8,64.2,71.2,57.6,61.6,63.9,59.8,66.8,8.3,8.4,8.1,7.4,7.5,7.3,14.0,15.5,12.7,10.9,8.8,6.1,1
2012,3,63.8,70.2,57.8,64.1,71.1,57.5,61.8,63.7,60.2,66.3,8.2,8.4,8.0,7.3,7.5,7.1,14.0,15.1,13.0,10.6,8.7,6.2,1
2012,4,63.7,70.1,57.6,64.0,71.0,57.4,61.3,63.4,59.6,66.4,8.2,8.3,8.0,7.4,7.5,7.4,13.3,15.1,11.6,10.3,8.6,6.3,1
2012,5,63.7,70.2,57.7,64.1,71.1,57.5,61.3,63.7,59.3,67.0,8.2,8.4,7.9,7.4,7.6,7.2,13.5,14.9,12.3,10.9,8.6,6.1,1
2012,6,63.8,70.3,57.7,64.1,71.0,57.4,62.1,64.1,60.5,66.9,8.2,8.4,7.9,7.3,7.6,7.0,14.5,15.2,13.9,10.9,8.6,6.2,1
2012,7,63.7,70.2,57.6,63.9,70.9,57.2,61.6,64.1,59.5,66.5,8.2,8.3,8.0,7.3,7.4,7.2,14.2,16.0,12.6,10.2,8.6,6.4,1
2012,8,63.5,69.9,57.6,63.8,70.8,57.2,61.3,63.1,59.8,66.1,8.1,8.3,7.8,7.2,7.5,6.9,13.8,14.9,12.8,10.1,8.5,6.0,1
2012,9,63.6,70.1,57.6,64.0,71.0,57.4,61.2,63.2,59.6,66.3,7.8,8.0,7.6,7.0,7.2,6.7,13.6,15.2,12.1,9.7,8.3,5.7,1
2012,10,63.8,70.3,57.7,64.0,71.1,57.3,62.2,63.8,60.8,66.3,7.8,7.9,7.6,6.9,7.1,6.7,14.1,15.4,13.0,10.0,8.2,6.3,1
2012,11,63.6,70.1,57.6,63.8,70.8,57.2,61.3,63.5,59.5,65.7,7.7,7.9,7.6,6.8,7.0,6.7,13.3,14.5,12.2,9.9,8.1,6.2,1
2012,12,63.7,70.1,57.7,63.9,70.9,57.3,61.3,63.2,59.7,65.8,7.9,7.9,7.9,6.9,7.0,6.8,14.0,14.7,13.4,9.6,8.3,6.1,1
2013,1,63.7,70.3,57.5,63.9,71.0,57.2,61.8,63.9,60.0,66.2,8.0,8.2,7.8,7.1,7.3,6.9,13.7,14.3,13.2,9.7,8.4,6.3,1
2013,2,63.4,70.0,57.3,63.6,70.7,56.9,61.7,64.2,59.7,66.3,7.7,7.8,7.6,6.8,6.9,6.6,13.8,14.0,13.6,9.7,8.0,6.2,1
2013,3,63.3,69.7,57.2,63.5,70.3,57.0,61.2,64.1,58.9,65.4,7.5,7.6,7.5,6.7,6.7,6.7,13.0,13.7,12.4,9.3,7.9,5.9,1
2013,4,63.4,69.9,57.3,63.7,70.7,56.9,61.5,63.4,59.8,65.7,7.6,7.8,7.3,6.7,7.0,6.3,13.3,14.3,12.4,9.0,7.9,6.1,1
2013,5,63.4,69.9,57.3,63.7,70.8,56.9,61.7,63.8,60.0,66.5,7.5,7.9,7.1,6.7,7.0,6.3,13.4,14.9,12.0,9.0,7.8,5.8,1
2013,6,63.4,69.9,57.4,63.7,70.7,57.0,61.6,63.4,60.1,66.3,7.5,7.7,7.3,6.6,6.8,6.4,14.2,15.0,13.5,9.1,7.9,6.0,1
2013,7,63.3,69.8,57.3,63.6,70.5,57.0,61.2,63.7,59.1,66.7,7.3,7.7,6.8,6.5,6.9,6.1,12.6,14.0,11.4,9.4,7.6,6.0,1
2013,8,63.3,69.6,57.3,63.5,70.4,56.9,60.7,63.3,58.7,66.3,7.2,7.7,6.7,6.4,6.8,5.9,12.8,14.7,11.1,9.2,7.6,5.6,1
2013,9,63.2,69.8,57.1,63.4,70.3,56.9,61.2,64.5,58.5,65.8,7.2,7.7,6.7,6.3,6.7,5.9,13.0,15.2,11.0,8.8,7.6,5.8,1
2013,10,62.8,69.2,56.8,63.0,69.9,56.5,60.6,63.1,58.6,65.7,7.2,7.5,6.8,6.3,6.6,5.9,12.8,13.8,12.0,9.1,7.6,5.6,1
2013,11,63.0,69.5,56.9,63.3,70.3,56.7,60.4,62.9,58.4,66.0,6.9,7.2,6.7,6.1,6.4,5.8,12.3,13.2,11.5,8.7,7.3,5.6,1
2013,12,62.9,69.2,57.0,63.2,70.1,56.7,60.3,62.2,58.8,65.5,6.7,6.8,6.6,5.9,6.0,5.8,11.9,12.6,11.4,8.3,6.9,5.9,1
2014,1,62.9,69.2,57.0,63.2,69.9,56.8,60.6,62.7,58.9,65.9,6.6,6.8,6.3,5.7,5.8,5.5,12.1,13.3,11.1,8.3,6.9,5.2,1
2014,2,62.9,69.0,57.2,63.2,69.8,56.9,60.9,62.7,59.5,66.0,6.7,6.9,6.4,5.8,6.0,5.6,11.8,13.5,10.4,8.2,6.9,5.5,1
2014,3,63.1,69.4,57.2,63.3,70.0,56.9,61.3,63.4,59.5,66.1,6.7,6.7,6.6,5.8,5.8,5.8,12.1,12.9,11.3,7.9,6.9,5.5,1
2014,4,62.8,69.0,57.0,63.0,69.7,56.7,61.0,63.2,59.1,65.6,6.2,6.4,6.1,5.3,5.5,5.1,11.6,12.4,10.8,7.2,6.5,5.3,1
2014,5,62.9,69.1,57.1,63.1,69.7,56.8,60.8,63.1,58.9,65.8,6.3,6.4,6.2,5.4,5.5,5.3,11.4,12.3,10.5,7.7,6.5,5.5,1
2014,6,62.8,69.2,56.9,63.1,69.8,56.7,61.1,63.5,59.2,66.3,6.1,6.3,5.8,5.3,5.4,5.2,11.0,11.7,10.4,7.8,6.2,5.4,1
2014,7,62.9,69.3,56.9,63.0,69.8,56.5,61.7,64.4,59.4,66.0,6.2,6.2,6.1,5.3,5.3,5.2,11.6,12.5,10.9,7.7,6.4,5.4,1
2014,8,62.9,69.4,56.9,63.1,70.0,56.5,61.0,63.8,58.7,66.1,6.1,6.3,6.0,5.3,5.4,5.1,11.4,11.7,11.2,7.4,6.2,5.5,1
2014,9,62.8,69.2,56.8,63.0,69.7,56.5,61.6,64.6,59.1,66.1,5.9,5.9,6.0,5.1,5.0,5.2,11.0,11.7,10.4,6.8,6.0,5.8,1
2014,10,62.9,69.2,57.1,63.0,69.7,56.7,61.3,64.1,59.1,66.5,5.7,5.6,5.9,4.9,4.7,5.1,10.6,11.2,10.1,6.8,5.9,5.1,1
2014,11,62.9,69.2,57.0,63.1,69.8,56.6,61.3,63.8,59.3,66.4,5.8,5.9,5.8,5.0,5.0,4.9,10.9,11.8,10.1,6.6,6.0,5.1,1
2014,12,62.8,69.3,56.7,62.9,69.8,56.3,61.4,64.4,59.0,66.1,5.6,5.7,5.4,4.7,4.7,4.7,10.6,11.9,9.4,6.4,5.7,4.9,1
2015,1,62.9,69.3,56.9,63.1,70.0,56.6,60.9,63.6,58.6,66.6,5.7,5.8,5.5,4.9,4.9,4.8,10.3,11.4,9.2,6.7,5.8,5.0,1
2015,2,62.7,69.2,56.6,62.9,69.9,56.3,61.0,63.7,58.8,66.1,5.5,5.6,5.3,4.7,4.8,4.6,10.1,11.0,9.3,6.8,5.7,4.8,1
2015,3,62.6,69.1,56.6,62.8,69.9,56.1,61.1,63.6,58.9,66.2,5.4,5.6,5.3,4.8,4.9,4.6,9.9,10.6,9.2,6.8,5.6,5.0,1
2015,4,62.8,69.3,56.7,62.8,69.8,56.1,62.2,65.0,59.9,66.4,5.4,5.5,5.4,4.7,4.8,4.6,9.7,9.9,9.5,6.8,5.6,5.0,1
2015,5,62.9,69.4,56.9,63.0,69.9,56.4,62.1,65.0,59.7,66.3,5.6,5.7,5.5,4.8,4.8,4.8,10.3,11.4,9.3,6.8,5.7,5.0,1
2015,6,62.7,69.0,56.8,62.8,69.7,56.2,61.8,63.8,60.2,66.2,5.3,5.3,5.1,4.6,4.6,4.5,9.7,10.4,9.1,6.7,5.2,5.2,1
2015,7,62.6,69.0,56.6,62.7,69.7,56.0,61.5,63.2,60.1,66.0,5.2,5.2,5.2,4.5,4.6,4.5,9.1,9.5,8.8,6.9,5.3,5.0,1
2015,8,62.6,69.0,56.7,62.7,69.6,56.1,61.7,63.5,60.2,65.7,5.1,5.1,5.0,4.4,4.4,4.3,9.4,10.0,8.9,6.6,5.1,4.8,1
2015,9,62.4,68.8,56.4,62.5,69.5,55.9,61.4,63.4,59.8,65.3,5.0,5.1,5.0,4.4,4.5,4.2,9.3,9.8,8.9,6.2,5.1,4.8,1
2015,10,62.5,68.8,56.6,62.6,69.5,56.0,61.5,63.2,60.0,65.6,5.0,5.1,5.0,4.4,4.4,4.3,9.0,9.5,8.6,6.3,5.1,4.7,1
2015,11,62.5,68.7,56.8,62.7,69.4,56.2,61.6,63.5,60.0,65.5,5.1,5.2,5.0,4.4,4.5,4.3,9.4,10.7,8.3,6.4,5.1,4.9,1
2015,12,62.7,69.0,56.8,62.8,69.7,56.3,61.7,63.8,59.9,65.5,5.0,5.1,4.9,4.4,4.5,4.3,8.5,9.2,7.9,6.2,5.1,4.6,1
2016,1,62.7,68.9,56.9,62.9,69.6,56.5,61.4,63.4,59.7,65.8,4.8,4.8,4.9,4.2,4.2,4.2,8.5,8.9,8.2,5.9,4.8,5.0,1
2016,2,62.8,69.2,56.8,63.0,69.8,56.4,61.5,64.0,59.4,66.0,4.9,4.9,4.8,4.2,4.2,4.2,8.6,9.1,8.3,5.5,4.9,4.8,1
2016,3,63.0,69.3,57.1,63.1,69.9,56.7,61.5,64.3,59.1,66.3,5.0,4.9,5.1,4.3,4.3,4.3,8.9,9.3,8.5,5.6,5.0,4.8,1
2016,4,62.9,69.3,56.9,63.1,69.8,56.6,61.2,64.4,58.4,65.8,5.1,5.1,5.0,4.4,4.4,4.4,8.8,9.7,7.9,6.2,5.1,4.6,1
2016,5,62.7,69.0,56.8,62.9,69.6,56.5,61.1,63.8,58.8,65.6,4.8,4.8,4.8,4.2,4.2,4.1,8.2,8.3,8.1,5.7,4.8,4.6,1
2016,6,62.7,69.3,56.6,62.9,69.8,56.3,61.4,64.8,58.7,65.8,4.9,4.9,4.8,4.3,4.3,4.3,8.7,9.7,7.7,6.0,4.8,4.9,1
2016,7,62.8,69.3,56.6,62.9,69.9,56.2,61.2,64.1,58.8,65.9,4.8,5.0,4.5,4.2,4.5,4.0,8.2,9.0,7.5,5.4,4.8,5.0,1
2016,8,62.9,69.3,56.8,63.0,70.0,56.2,61.8,64.0,60.1,66.2,4.9,5.0,4.8,4.4,4.5,4.2,8.0,8.6,7.5,5.6,4.8,5.1,1
2016,9,62.9,69.3,56.8,62.9,69.9,56.2,62.0,64.4,60.0,66.0,5.0,5.1,4.8,4.4,4.5,4.2,8.5,9.3,7.9,6.2,5.0,5.0,1
2016,10,62.8,69.2,56.8,62.8,69.8,56.1,61.8,64.1,59.8,65.6,4.9,5.0,4.7,4.4,4.5,4.2,8.5,9.5,7.6,5.7,4.9,5.1,1
2016,11,62.7,69.0,56.7,62.7,69.6,56.1,62.1,64.2,60.3,65.5,4.7,4.9,4.6,4.2,4.4,4.0,8.2,8.7,7.8,5.6,4.8,4.4,1
2016,12,62.7,69.0,56.7,62.6,69.5,56.1,62.0,64.4,60.1,65.6,4.7,4.8,4.6,4.2,4.4,4.1,8.0,8.8,7.3,5.8,4.7,4.8,1
2017,1,62.8,69.1,56.9,62.8,69.6,56.3,62.3,64.8,60.2,66.1,4.7,4.7,4.7,4.2,4.2,4.3,7.5,8.0,7.1,5.8,4.7,4.7,1
2017,2,62.9,69.2,57.0,62.8,69.6,56.3,62.3,64.5,60.5,66.4,4.6,4.6,4.6,4.0,4.0,4.0,8.0,8.5,7.5,5.6,4.5,5.1,1
2017,3,62.9,69.1,57.2,62.9,69.6,56.6,62.2,64.6,60.2,66.7,4.4,4.5,4.3,3.8,3.9,3.8,7.8,8.8,7.0,5.0,4.3,4.8,1
2017,4,63.0,69.2,57.2,62.9,69.7,56.5,62.5,65.1,60.4,66.2,4.4,4.4,4.5,3.9,3.8,4.0,7.7,8.1,7.3,5.2,4.3,5.0,1
2017,5,62.8,69.0,57.1,62.8,69.5,56.3,62.6,64.7,60.8,66.2,4.4,4.3,4.4,3.7,3.8,3.7,7.7,7.6,7.8,5.2,4.2,4.8,1
2017,6,62.8,69.1,57.0,62.8,69.6,56.4,62.0,64.2,60.1,66.2,4.3,4.3,4.3,3.8,3.9,3.7,6.9,6.9,7.0,5.0,4.3,4.1,1
2017,7,62.9,69.0,57.2,62.9,69.3,56.6,62.2,64.7,60.1,66.5,4.3,4.4,4.2,3.8,3.7,3.8,7.3,8.1,6.6,5.1,4.3,4.5,1
2017,8,62.9,69.1,57.1,62.9,69.5,56.5,62.0,64.3,60.1,65.9,4.4,4.5,4.3,3.9,3.9,3.8,7.7,8.4,7.0,5.1,4.4,4.5,1
2017,9,63.1,69.3,57.2,63.0,69.6,56.6,62.7,65.5,60.2,66.4,4.3,4.3,4.2,3.7,3.8,3.7,7.2,7.8,6.6,5.1,4.3,4.2,1
2017,10,62.7,69.0,56.8,62.6,69.4,56.0,62.2,64.4,60.3,65.5,4.2,4.3,4.0,3.6,3.7,3.5,7.6,8.5,6.8,5.0,4.1,4.6,1
2017,11,62.7,68.9,57.0,62.7,69.4,56.3,62.4,64.5,60.6,65.5,4.2,4.3,4.1,3.7,3.7,3.6,7.5,8.5,6.6,4.9,4.0,5.0,1
2017,12,62.7,69.0,56.8,62.7,69.5,56.2,62.2,64.2,60.5,65.7,4.1,4.2,4.1,3.7,3.7,3.7,6.7,7.4,6.2,5.0,4.1,4.4,1
2018,1,62.7,69.1,56.7,62.7,69.6,56.1,62.1,64.7,60.0,65.8,4.0,4.1,4.0,3.5,3.6,3.4,7.5,8.2,6.9,4.9,3.9,4.6,1
2018,2,63.0,69.3,57.0,63.0,69.8,56.5,62.9,65.9,60.4,66.2,4.1,4.0,4.1,3.6,3.7,3.6,6.8,6.9,6.8,4.9,4.0,4.5,1
2018,3,62.9,69.3,56.9,62.9,69.8,56.2,62.7,65.0,60.7,65.8,4.0,4.0,4.0,3.5,3.5,3.4,6.7,6.7,6.7,4.9,3.9,4.4,1
2018,4,62.9,69.3,56.9,62.9,69.8,56.4,61.9,64.9,59.4,66.5,4.0,4.1,3.8,3.6,3.7,3.4,6.3,7.0,5.7,4.7,3.9,4.3,1
2018,5,62.9,69.3,56.9,63.0,69.8,56.4,62.2,65.5,59.5,66.4,3.8,4.0,3.6,3.5,3.6,3.4,5.9,6.9,4.9,4.8,3.7,4.2,1
2018,6,62.9,69.1,57.2,62.9,69.7,56.4,62.3,64.2,60.6,66.6,4.0,4.1,3.9,3.5,3.6,3.5,6.4,7.1,5.7,4.6,3.9,4.2,1
2018,7,62.9,68.9,57.4,62.9,69.3,56.7,62.5,64.5,60.8,66.9,3.8,3.8,3.8,3.4,3.3,3.5,6.5,6.8,6.3,4.5,3.7,4.4,1
2018,8,62.7,68.8,56.9,62.6,69.2,56.2,62.0,64.6,59.8,65.9,3.8,3.9,3.8,3.5,3.5,3.4,6.3,6.5,6.1,4.7,3.7,4.2,1
2018,9,62.7,68.8,57.1,62.6,69.2,56.3,62.4,64.5,60.7,66.0,3.7,3.8,3.6,3.3,3.4,3.2,6.1,6.6,5.7,4.6,3.6,4.5,1
2018,10,62.9,68.9,57.2,62.8,69.2,56.6,62.6,65.0,60.5,66.0,3.8,3.9,3.8,3.4,3.3,3.4,6.5,7.4,5.7,4.4,3.7,4.5,1
2018,11,62.9,68.9,57.3,62.9,69.3,56.7,62.1,64.5,60.2,66.6,3.8,3.7,3.8,3.4,3.3,3.5,6.1,6.6,5.7,4.7,3.6,4.6,1
2018,12,63.0,69.0,57.4,63.0,69.5,56.7,62.0,64.2,60.2,66.9,3.9,4.0,3.8,3.4,3.5,3.4,6.7,7.1,6.3,4.5,3.7,4.7,1
2019,1,63.1,69.3,57.4,63.0,69.7,56.6,63.0,65.2,61.0,67.2,4.0,4.0,3.9,3.5,3.5,3.5,7.0,8.0,6.0,4.7,4.0,4.1,1
2019,2,63.1,69.1,57.5,63.0,69.5,56.7,62.6,65.2,60.5,66.5,3.8,3.8,3.8,3.2,3.2,3.2,7.1,7.9,6.3,4.3,3.7,4.1,1
2019,3,63.1,69.2,57.3,63.0,69.7,56.7,62.0,64.6,59.9,66.8,3.8,3.9,3.7,3.3,3.4,3.2,6.5,7.3,5.7,4.5,3.7,4.3,1
2019,4,62.9,69.0,57.1,62.8,69.4,56.5,62.4,65.0,60.3,66.0,3.6,3.8,3.5,3.2,3.3,3.0,6.5,7.2,5.8,4.1,3.5,4.2,1
2019,5,62.9,69.1,57.1,62.9,69.7,56.4,62.5,64.5,60.8,66.3,3.6,3.7,3.6,3.3,3.3,3.2,6.1,6.6,5.6,4.2,3.5,4.2,1
2019,6,62.9,69.1,57.2,62.9,69.7,56.5,61.8,63.8,60.2,66.4,3.6,3.6,3.6,3.3,3.3,3.3,5.8,5.9,5.8,4.3,3.5,4.3,1
2019,7,63.1,69.2,57.3,63.0,69.6,56.7,62.6,65.2,60.5,66.5,3.7,3.7,3.7,3.3,3.3,3.3,5.8,6.0,5.6,4.4,3.5,4.3,1
2019,8,63.1,69.1,57.5,63.1,69.6,56.9,62.1,64.7,59.9,66.7,3.7,3.7,3.6,3.5,3.4,3.5,5.4,6.2,4.6,4.2,3.5,4.4,1
2019,9,63.2,69.1,57.6,63.2,69.7,57.0,62.4,64.9,60.4,67.1,3.5,3.6,3.4,3.2,3.3,3.1,5.4,5.8,5.0,4.0,3.4,3.8,1
2019,10,63.2,69.1,57.8,63.2,69.5,57.1,62.4,64.7,60.6,67.2,3.6,3.7,3.5,3.3,3.4,3.2,5.6,5.8,5.5,4.2,3.6,3.9,1
2019,11,63.2,69.3,57.6,63.2,69.6,57.0,62.2,64.8,60.1,67.3,3.6,3.6,3.6,3.2,3.3,3.2,5.6,5.7,5.4,4.3,3.5,4.0,1
2019,12,63.3,69.2,57.8,63.2,69.5,57.0,63.1,65.2,61.4,67.1,3.6,3.5,3.6,3.2,3.2,3.1,6.0,6.4,5.8,4.3,3.5,3.9,1
2020,1,63.4,69.3,57.8,63.3,69.7,57.1,62.8,64.5,61.4,67.8,3.5,3.5,3.5,3.1,3.1,3.0,6.3,6.5,6.1,4.3,3.5,4.0,1
2020,2,63.4,69.3,57.9,63.3,69.6,57.2,63.2,65.0,61.7,68.0,3.5,3.5,3.4,3.0,3.0,3.0,6.0,6.8,5.4,4.4,3.5,3.6,1
2020,3,62.7,68.6,57.1,62.6,69.0,56.6,61.8,64.4,59.7,66.9,4.4,4.4,4.4,3.9,4.0,3.9,6.8,7.6,6.0,5.9,4.1,5.9,1
2020,4,60.2,66.1,54.6,60.3,66.8,54.0,58.5,60.3,57.0,63.3,14.7,13.5,16.1,14.1,12.8,15.7,16.6,16.3,16.9,18.8,12.8,24.3,1
2020,5,60.8,66.7,55.3,61.0,67.5,54.7,59.7,61.2,58.4,64.2,13.2,12.1,14.5,12.3,11.2,13.6,16.8,16.0,17.5,17.6,11.9,19.6,1
2020,6,61.4,67.3,56.0,61.6,68.0,55.6,59.9,62.1,58.2,65.5,11.0,10.5,11.6,10.0,9.3,10.8,15.2,16.4,14.2,14.5,10.2,14.8,1
2020,7,61.5,67.1,56.1,61.5,67.5,55.7,60.2,62.6,58.2,64.7,10.2,9.7,10.7,9.2,8.7,9.9,14.4,15.4,13.5,12.8,9.7,12.7,1
2020,8,61.7,67.6,56.1,61.8,68.1,55.6,60.1,62.6,58.1,65.4,8.4,8.3,8.6,7.4,7.3,7.6,12.8,13.6,12.2,10.6,8.3,9.0,1
2020,9,61.4,67.5,55.7,61.6,68.3,55.2,59.8,61.9,58.0,64.9,7.9,7.7,8.1,7.0,6.9,7.2,12.1,13.1,11.2,10.4,7.7,8.4,1
2020,10,61.6,67.7,55.9,61.8,68.4,55.5,60.2,62.5,58.3,65.6,6.9,7.0,6.8,6.0,6.2,5.9,10.9,12.0,9.9,8.9,6.9,6.8,1
2020,11,61.5,67.4,55.9,61.5,67.9,55.4,60.4,62.3,58.7,65.4,6.7,7.0,6.4,6.0,6.2,5.7,10.4,11.6,9.4,8.6,6.9,6.1,1
2020,12,61.5,67.4,56.0,61.6,67.9,55.6,59.9,62.5,57.8,65.3,6.7,6.7,6.7,6.1,6.1,6.0,10.0,11.1,9.0,9.4,6.7,6.9,1
2021,1,61.4,67.5,55.7,61.4,67.9,55.2,60.3,63.2,57.9,65.0,6.4,6.4,6.3,5.7,5.8,5.6,9.2,9.9,8.6,8.6,6.4,6.3,1
2021,2,61.5,67.4,55.9,61.4,67.8,55.4,60.1,63.0,57.7,65.4,6.2,6.4,6.1,5.5,5.7,5.4,9.8,10.5,9.1,8.4,6.3,6.0,1
2021,3,61.5,67.3,56.1,61.4,67.6,55.5,60.7,63.4,58.3,65.4,6.0,6.2,5.9,5.3,5.5,5.2,9.5,10.0,9.0,7.7,6.1,5.7,1
2021,4,61.7,67.6,56.1,61.5,67.9,55.3,61.2,64.0,58.9,65.2,6.0,6.2,5.8,5.3,5.5,5.0,9.7,10.5,9.1,7.7,6.1,5.6,1
2021,5,61.6,67.5,56.0,61.4,67.9,55.3,61.0,63.5,58.9,65.1,5.8,6.0,5.5,5.1,5.2,4.9,9.1,9.7,8.6,7.1,5.8,5.1,1
2021,6,61.6,67.6,56.1,61.4,67.7,55.3,61.5,64.6,59.0,65.4,5.9,6.0,5.7,5.3,5.3,5.1,9.2,9.7,8.6,7.2,6.0,5.4,1
2021,7,61.7,67.6,56.2,61.6,68.0,55.5,60.8,63.2,58.7,65.6,5.4,5.6,5.2,4.8,5.0,4.6,8.2,8.6,7.7,6.4,5.4,5.1,1
2021,8,61.7,67.7,56.2,61.5,68.0,55.3,61.5,63.6,59.6,65.5,5.2,5.3,5.0,4.5,4.6,4.4,8.7,9.3,8.2,6.2,5.2,5.2,1
2021,9,61.7,67.7,56.0,61.5,68.1,55.1,61.3,63.1,59.7,65.6,4.7,5.0,4.5,4.2,4.4,3.9,7.8,8.3,7.3,6.1,4.8,4.2,1
2021,10,61.7,67.7,56.1,61.5,67.8,55.4,61.0,63.8,58.6,65.7,4.6,4.5,4.6,3.9,3.8,4.1,7.8,8.6,7.1,5.7,4.6,4.7,1
2021,11,61.9,67.8,56.3,61.7,68.1,55.5,60.7,63.5,58.4,66.3,4.2,4.2,4.2,3.7,3.5,3.9,6.5,7.5,5.6,5.2,4.2,4.1,1
2021,12,61.9,67.7,56.5,61.7,68.0,55.7,60.8,62.8,59.1,66.0,3.9,3.9,3.9,3.2,3.2,3.2,7.1,7.3,6.8,4.9,3.9,4.2,1
2022,1,62.2,67.9,56.8,62.0,68.2,56.0,62.0,64.9,59.5,66.4,4.0,4.1,3.9,3.4,3.5,3.4,6.9,7.6,6.3,4.9,3.9,4.4,1
2022,2,62.3,68.3,56.6,62.2,68.5,56.0,62.2,65.7,59.2,66.6,3.8,3.8,3.9,3.3,3.3,3.4,6.6,6.8,6.4,4.4,3.8,4.0,1
2022,3,62.4,68.3,56.8,62.3,68.6,56.1,62.1,64.9,59.7,66.4,3.6,3.6,3.6,3.2,3.3,3.0,6.2,6.2,6.2,4.2,3.5,4.2,1
2022,4,62.2,68.0,56.7,61.9,68.0,56.0,62.3,65.8,59.3,66.1,3.6,3.8,3.5,3.2,3.3,3.1,5.9,6.6,5.2,4.1,3.5,4.4,1
2022,5,62.3,68.0,57.0,61.9,68.0,56.1,63.0,66.1,60.4,66.5,3.6,3.6,3.6,3.2,3.3,3.1,6.2,6.2,6.3,4.3,3.4,4.3,1
2022,6,62.2,67.8,56.8,61.9,67.9,56.0,62.2,65.2,59.6,66.5,3.6,3.6,3.6,3.3,3.4,3.2,5.8,5.8,5.9,4.3,3.5,3.9,1
2022,7,62.1,67.6,56.9,61.9,67.7,56.2,62.0,64.3,60.0,65.7,3.5,3.5,3.4,3.1,3.2,2.9,6.0,6.1,5.8,3.9,3.3,4.2,1
2022,8,62.4,67.8,57.1,62.1,67.9,56.4,61.8,64.1,59.9,66.8,3.7,3.8,3.5,3.2,3.4,3.0,6.4,6.4,6.3,4.5,3.6,4.1,1
2022,9,62.3,68.1,56.8,62.0,68.1,56.1,62.1,65.2,59.5,66.1,3.5,3.6,3.4,3.1,3.2,2.9,5.8,6.0,5.7,3.8,3.5,3.7,1
2022,10,62.2,68.1,56.7,62.0,68.2,55.9,62.0,64.6,59.8,66.1,3.7,3.7,3.7,3.2,3.3,3.2,5.9,5.8,6.0,4.2,3.7,3.9,1
2022,11,62.1,68.0,56.5,61.8,68.0,55.8,62.3,65.5,59.6,65.7,3.7,3.7,3.6,3.2,3.3,3.2,5.7,5.9,5.6,3.9,3.5,4.4,1
